Voc_(V),Voc_per_cell_(V),Isc_(mA),Jsc_(mA/cm^2),FF_(%),Pmax_(mW),Vmax_(V),Imax_(mA),Apeture_area_(cm^2),MA,FA,I,Br,exposed_time,retained_per,Device_size_type,Transparent_conductive_oxide_type,Electron_transport_layer_type,Sweep_direction,Perovksite_depostion_method,Hole_transport_layer_type,Conductive_electrode_layer,Device_structure,target
1.0015,1.0015,1.5399999999999991,17.57990868,62.33,0.9599999999999866,0.7885,1.2199999999999989,0.08760000000000012,1.0,0.0,3.0,0.0,720.0000000000001,720.0,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,stablized,inflitration,No HTL,carbon black/graphite,Mesoscopic,low_efficient
1.0019,1.0019,1.6799999999999997,19.17808219,75.7,1.2700000000000031,0.7963000000000001,1.6000000000000014,0.08760000000000012,1.0,0.0,3.0,0.0,720.0000000000001,720.0,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,stablized,inflitration,No HTL,carbon black/graphite,Mesoscopic,low_efficient
1.1138,1.1138,2.5020000000000007,24.45747801,79.0,2.201999999999984,0.9499,2.3179999999999996,0.10229999999999961,0.0,0.95,3.0,0.0,2880.0,92.0,sub cell (~0.1 cm^2),ITO,SnO2,average,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
14.000000000000002,1.0,43.115,19.03532009,72.635,438.20000000000005,12.05,36.37,31.71,1.0,0.0,3.0,0.0,720.0000000000001,90.0,submodule ( >10 cm^2),ITO,C60,average,thermal evapration/spin coating,Spiro-OMeTAD,Cu,Planar,low_efficient
1.1442,1.1442,2.330000000000002,24.9197861,79.6,2.1199999999999903,0.982,2.1579999999999995,0.0934999999999997,0.04999999999999999,0.95,2.85,0.14999999999999997,1370.0,95.0,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,average,spin coating,polythiophene,Au,Mesoscopic,high_efficient
1.1399999999999997,1.14,2.179999999999996,23.17176871,77.6,1.9299999999999926,0.9599999999999999,2.0100000000000016,0.09407999999999994,0.33000000000000007,0.32999999999999996,1.5,1.5,499.9999999999999,91.0,sub cell (~0.1 cm^2),ITO,SnO2,average,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
1.12,1.12,2.4799999999999986,25.75285566,67.7,1.8800000000000097,0.8799999999999999,2.139999999999999,0.09630000000000027,0.15000000000000002,0.8499999999999999,2.55,0.45,720.0000000000001,720.0,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,forward,spin coating,polythiophene,Au,Mesoscopic,moderate_efficient
1.12,1.12,2.2900000000000027,24.34098639,77.75,2.0050000000000026,0.94,2.1249999999999982,0.09407999999999994,0.41,0.54,0.9800000000000002,0.020000000000000018,1000.0,90.0,sub cell (~0.1 cm^2),ITO,SnO2,average,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
1.08,1.08,1.879999999999999,20.76889085,73.9,1.5,0.8799999999999999,1.7100000000000009,0.0905200000000006,1.0,0.0,3.0,0.0,499.9999999999999,96.0,sub cell (~0.1 cm^2),FTO,c-TiO2,forward,spin coating,Spiro-OMeTAD,Au,Planar,moderate_efficient
1.1464,1.1464,2.2369999999999983,23.77258236,76.7,1.9650000000000034,0.9640000000000001,2.0379999999999985,0.09410000000000007,0.33000000000000007,0.32999999999999996,15.0,1.5,1500.0,80.0,sub cell (~0.1 cm^2),ITO,SnO2,average,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
1.1299999999999997,1.13,2.2750000000000057,24.18154762,75.45,1.9299999999999926,0.9300000000000002,2.08,0.09407999999999994,0.15000000000000002,0.8499999999999999,2.55,0.45,720.0000000000001,720.0,sub cell (~0.1 cm^2),ITO,SnO2,average,spin coating,Spiro-OMeTAD,Ag,Planar,high_efficient
1.1791,1.1791,1.8649999999999984,25.2368065,78.4,1.7239999999999966,0.993,1.7369999999999983,0.07390000000000008,0.08000000000000002,0.92,3.0,0.0,499.9999999999999,82.0,sub cell (~0.1 cm^2),ITO,SnO2,stablized,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
1.1892,1.1892,1.314,16.69419388,72.2,1.127999999999993,1.6953484615384615,16.244438461538458,0.07871000000000095,3.0,3.9999999999999996,0.0,0.0,720.0000000000001,720.0,sub cell (~0.1 cm^2),ITO,PEDOT:PSS,average,drop casting,C60,Ag,Inverted planar,low_efficient
1.112,1.112,23.895,23.9669007,76.1,20.220000000000006,0.9285,21.78,0.9969999999999999,0.16100000000000003,0.7879999999999999,2.49,0.51,1000.0,92.0,cell ( ~1 cm^2),ITO,c-TiO2/mp-TiO2,average,spin coating,PTAA,Au,Mesoscopic,high_efficient
1.1125,1.1125,23.87,23.94182548,76.8,20.379999999999995,0.9285,21.95,0.9969999999999999,0.16100000000000003,0.7879999999999999,2.49,0.51,1000.0,92.0,cell ( ~1 cm^2),ITO,c-TiO2/mp-TiO2,average,spin coating,PTAA,Au,Mesoscopic,high_efficient
1.062,1.062,0.8779999999999966,21.70044488,74.9,0.6989999999999981,0.92,0.7599999999999998,0.040460000000000385,0.14,0.81,2.55,0.45,720.0000000000001,90.0,sub cell (~0.1 cm^2),ITO,SnO2,nan,spin coating,Spiro-OMeTAD,Au,Planar,moderate_efficient
1.0924,1.0924,2.2040000000000006,22.17303823,73.6,1.7719999999999914,0.8959999999999999,1.977999999999998,0.09940000000000015,0.7,0.3,3.0,0.0,600.0,89.0,sub cell (~0.1 cm^2),FTO,c-TiO2,stablized,spin coating,polythiophene,Carbon paste,Planar,moderate_efficient
7.65,1.092857143,65.30000000000001,21.99711261,68.65,343.00000000000006,5.900000000000001,58.2,20.78,0.15000000000000002,0.8499999999999999,2.55,0.45,1000.0,90.0,submodule ( >10 cm^2),FTO,SnO2,average,spin coating,Spiro-OMeTAD,Au,Planar,moderate_efficient
1.126,1.126,2.257999999999999,24.14973262,78.3,1.9909999999999997,0.9590000000000001,2.0755000000000017,0.0934999999999997,0.07,0.9300000000000002,2.79,0.21000000000000002,499.9999999999999,67.0,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-BaSnO3,average,spin coating,Spiro-OMeTAD,Au,Mesoscopic,high_efficient
1.105,1.105,2.254999999999999,23.96896259,77.2,1.9249999999999972,0.9300000000000002,2.0749999999999993,0.09407999999999994,0.43,0.57,2.87,0.45,720.0000000000001,720.0,sub cell (~0.1 cm^2),ITO,SnO2,average,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
1.1099999999999999,1.11,2.2300000000000004,23.70323129,77.0,1.8999999999999844,0.9300000000000002,2.0450000000000035,0.09407999999999994,0.14,0.81,2.55,0.45,6000.0,80.0,sub cell (~0.1 cm^2),ITO,SnO2,average,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
1.093,1.093,2.1849999999999987,24.495515700000002,79.8,1.906000000000006,0.937,2.035,0.08919999999999995,0.15000000000000002,0.8499999999999999,2.55,0.45,4800.0,90.0,sub cell (~0.1 cm^2),FTO,c-TiO2/SnO2,average,spin coating,Spiro-OMeTAD,Au,Mesoscopic,high_efficient
1.1875,1.1875,2.3009999999999984,24.22105263,78.5,2.143000000000008,1.0179999999999998,2.103999999999999,0.09499999999999975,0.08000000000000002,0.92,2.76,0.23999999999999996,499.9999999999999,95.0,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,stablized,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
1.145,1.145,2.0529999999999973,25.63046192,80.1,1.881999999999998,0.99,1.9009999999999998,0.08009999999999984,0.0,1.0,3.0,0.0,1200.0,90.0,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,average,spin coating,Spiro-OMeTAD,Au,Mesoscopic,high_efficient
18.930000000000003,1.183125,72.96,18.32590267,75.5,1043.0,15.356,67.9,63.69999999999999,1.0,0.0,3.0,0.0,1000.0,87.0,submodule ( >10 cm^2),ITO,C60,nan,blade coating,PTAA,Metal unspecified,Inverted planar,moderate_efficient
1.15,1.15,1.980000000000004,23.11194117,76.15,1.7340000000000018,0.9599999999999999,1.8100000000000005,0.08567000000000036,1.0,0.0,3.0,0.0,499.9999999999999,92.0,sub cell (~0.1 cm^2),ITO,SnO2,nan,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
1.1299999999999997,1.13,1.9899999999999984,23.24223312,77.04,1.7270000000000039,0.92,1.879999999999999,0.08561999999999959,1.0,0.0,3.0,0.0,499.9999999999999,80.0,sub cell (~0.1 cm^2),ITO,SnO2,reverse,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
1.1010000000000002,1.101,1.811,20.52589822,81.1,1.6159999999999926,0.9500000000000001,1.702,0.08823000000000025,0.0,0.0,3.0,0.0,499.9999999999999,92.0,sub cell (~0.1 cm^2),FTO,c-TiO2,reverse,spin coating,Spiro-OMeTAD,Ag,Planar,moderate_efficient
13.6,1.13,97.59999999999998,21.834451899999998,66.0,874.0,10.3,85.59999999999997,53.639999999999986,0.138,0.782,2.55,0.45,720.0000000000001,720.0,submodule ( >10 cm^2),FTO,SnO2,average,spin coating,Spiro-OMeTAD,Au,Planar,moderate_efficient
1.1059999999999999,1.1059999999999999,1.043999999999997,25.2173913,72.2,0.8329999999999984,0.8799999999999999,0.9469999999999992,0.041400000000000325,0.14,0.81,2.55,0.45,720.0000000000001,92.0,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,nan,spin coating,polythiophene,Au,Planar,high_efficient
1.1411,1.1411,2.3739999999999988,25.12169312,79.9,2.1640000000000015,0.9670000000000003,2.238999999999999,0.09450000000000003,0.04999999999999999,0.95,2.85,0.14999999999999997,100.0,90.0,sub cell (~0.1 cm^2),FTO,c-TiO2,nan,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
1.145,1.145,1.171999999999997,17.44047619,78.0,1.0459999999999994,0.9500000000000001,1.100999999999999,0.0671999999999997,0.0,0.0,1.5,1.5,350.0,85.0,sub cell (~0.1 cm^2),ITO,C60,reverse,spin coating,NiOx,Ag,Inverted planar,moderate_efficient
1.1625,1.1625,2.201599999999999,24.78441968,78.23,2.2021000000000086,0.98,2.0429999999999975,0.08882999999999974,0.5,0.5,3.0,0.0,179.9999999999999,91.0,sub cell (~0.1 cm^2),ITO,SnO2,nan,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
1.1429,1.1429,1.596,23.85650224,82.0,1.4959999999999951,0.985,1.5180000000000025,0.0669000000000004,0.08000000000000002,0.8740000000000001,2.76,0.23999999999999996,1000.0,100.0,sub cell (~0.1 cm^2),ITO,C60,stablized,spin coating,PTAA,Cu,Inverted planar,high_efficient
1.122,1.122,3.1069999999999993,25.17828201,74.6,2.600999999999999,0.925,2.811,0.12340000000000018,0.0,1.0,3.0,0.0,1.599999999999909,92.0,sub cell (~0.1 cm^2),FTO,SnO2,stablized,spin coating,Spiro-OMeTAD,Ag,Planar,high_efficient
1.0999999999999999,1.1,1.6050000000000004,23.02065404,81.52,1.4429999999999907,0.9599999999999999,1.5030000000000001,0.06972000000000023,0.0,1.0,3.0,0.0,1000.0,91.0,sub cell (~0.1 cm^2),FTO,SnO2,reverse,spin coating,Spiro-OMeTAD,Au,Planar,high_efficient
0.970951969644603,0.9709519696446031,3.7791959430384345,21.683484509420033,65.72422790238298,2.468173581625635,0.7466692753856231,3.230953133046924,0.17592891324724036,0.9757720976170262,0.0,3.0,0.0,623.0777441055072,84.84558047659479,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,stablized,spin coating,No HTL,Ag,Mesoscopic,low_efficient
0.9196836984049082,0.9196836984049082,1.6026726544252092,20.530487117912845,64.30703737141343,0.9429074578840257,0.7118684361800846,1.333950280773104,0.07899675380163007,0.9430248596134458,0.0,3.0,0.0,884.0884043132761,366.75412960336394,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,stablized,inflitration,No HTL,carbon black/graphite,Mesoscopic,low_efficient
0.9211589321253637,0.8494008287378715,21.572429584304743,17.832482501599284,43.83764930312864,13.813269779238226,1.7126687650900654,18.920398655072226,1.7878219873565957,1.0,0.0,3.0,0.0,752.5191617404814,704.1215030564055,cell ( ~1 cm^2),FTO,c-TiO2/mp-TiO2,nan,spin coating,Spiro-OMeTAD,Au,Mesoscopic,low_efficient
1.033693666859267,1.033693666859267,8.604418196688814,18.682033401009708,63.956053004078214,6.161914532062298,0.8214212073532613,7.087614084067486,0.4256880675593506,1.0,0.0,3.0,0.0,821.855669159262,493.37113612064206,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,stablized,spin coating,Spiro-OMeTAD,carbon black/graphite,Mesoscopic,low_efficient
1.0046741553845686,1.0046741553845686,3.195095307667925,19.711016335949992,64.24016136535647,2.093626923060235,0.7815848757693326,2.6880468653629883,0.1564111542297546,1.0,0.0,3.0,0.0,595.3010384633752,357.23938462072834,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,reverse,spin coating,NiMgLiO,carbon black/graphite,Mesoscopic,low_efficient
1.0483743036086026,1.0483743036086028,12.675030271917304,20.976221858186502,66.24766868479449,9.08393165724744,0.8274323399349035,10.551303629197594,0.6112875430126774,1.0,0.0,3.0,0.0,748.9403112702214,88.46397058318752,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,stablized,screen printing,No HTL,carbon black/graphite,Mesoscopic,low_efficient
1.072247337855333,1.072247337855333,17.074967921121658,20.321169729076956,68.59340173765649,12.440933673054559,0.86233546924672,14.17628344178766,0.8297204971934895,1.0,0.0,3.0,0.0,943.5783722984473,222.53812163595475,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,reverse,spin coating,No HTL,carbon black/graphite,Mesoscopic,low_efficient
1.0361994753548525,1.0361994753548525,1.6129759317678811,18.723217983523487,75.05905945679667,1.243996126532899,0.9609390312298793,4.281775526413188,0.08597201102026286,1.36625173897333,0.7325034779466596,2.450622391540005,0.0,720.0000000000001,720.0,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,stablized,inflitration,No HTL,carbon black/graphite,Mesoscopic,low_efficient
1.0543015818521484,1.0543015818521482,13.85476598987267,20.924022003215207,66.32631773265818,9.96337101063235,0.8347753010399953,11.51940190926521,0.66905884362528,1.0,0.0,3.0,0.0,784.6898784809899,89.67945586835367,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,reverse,spin coating,No HTL,Ag,Mesoscopic,low_efficient
1.004129191737019,1.004129191737019,2.910935691445623,19.34513122296732,63.91221002745608,1.8989970489353567,0.7827721180014943,2.436001178371285,0.14459712087037602,1.0,0.0,3.0,0.0,616.7103246171108,419.520944340686,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,reverse,screen printing,No HTL,carbon black/graphite,Mesoscopic,low_efficient
1.170868115175006,1.1708681151750058,1.3360724878553434,16.780697991355318,71.23603780914921,1.111592132921686,1.606780312627187,14.777063525805179,0.0795782496328945,2.8046682490677224,3.609336498135446,0.29299762639841553,0.0,720.0000000000001,720.0,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,stablized,inflitration,No HTL,carbon black/graphite,Mesoscopic,low_efficient
6.224215592796183,0.8850477263735312,114.58689307644663,20.337106105396124,60.20275117652312,367.6539691547599,4.631391787307583,91.89027083265663,34.077155065640156,1.0,0.0,3.0,0.0,1197.3610384862266,92.3245367949541,cell ( ~1 cm^2),FTO,c-TiO2/mp-TiO2,reverse,spray-coating,Spiro-OMeTAD,Au,Inverted planar,low_efficient
3.3298564492288962,0.9657030333667822,139.39115422806242,20.50896938921,50.39447443763589,244.37655674418008,2.1329345839274327,104.58721919448149,26.711233693781438,1.0,0.0,3.0,0.0,1837.0166103246997,95.32596677935058,cell ( ~1 cm^2),FTO,c-TiO2/mp-TiO2,reverse,spin coating,Spiro-OMeTAD,Au,Mesoscopic,low_efficient
0.9480128304180042,0.9480128304180042,1.6687735063370823,20.517978616002537,71.99525709123779,1.1427664051536226,0.7430489983922359,1.5326410380225042,0.08194933152299821,0.9625783544569473,0.0,3.0,0.0,827.7743391639917,487.9857976330735,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,stablized,inflitration,No HTL,carbon black/graphite,Mesoscopic,low_efficient
3.599626384575918,1.0280683914964668,207.1023089154649,18.2966858797077,65.18109472801206,276.1053678467385,2.780095052570771,181.06721566942724,22.873989890247966,0.4405135957094012,0.5594864042905989,2.703801315375565,0.29619868462443466,644.8082458163904,504.67815847420866,submodule ( >10 cm^2),FTO,c-TiO2/mp-TiO2,reverse,spin coating,NiMgLiO,Au,Mesoscopic,low_efficient
8.329468098361417,0.8367011570794232,73.59450145088691,20.206707081401724,71.33850126037929,435.022965855488,6.5620009036976095,66.46868234904196,36.10065375165971,1.0,0.0,3.0,0.0,509.9690580012783,90.0332301933376,submodule ( >10 cm^2),FTO,c-TiO2/mp-TiO2,reverse,screen printing,No HTL,carbon black/graphite,Mesoscopic,low_efficient
1.0381239523962411,1.0381239523962411,10.634851803835662,21.066493788186214,66.11165678692238,7.563071344677489,0.8147337745608436,8.87712081357181,0.5113806216666195,1.0,0.0,3.0,0.0,687.1167213283534,86.36196852516403,sub cell (~0.1 cm^2),FTO,c-TiO2/mp-TiO2,stablized,inflitration,No HTL,carbon black/graphite,Mesoscopic,low_efficient
7.10479624504304,1.0480688100655404,31.28206125553281,19.876158991259267,69.51853881408414,212.3086385653372,6.083592475087205,26.211458139482467,15.316933473981875,1.0,0.0,3.0,0.0,869.5474090927923,93.73868522731979,submodule ( >10 cm^2),FTO,c-TiO2/mp-TiO2,reverse,spin coating,Spiro-OMeTAD,Au,Mesoscopic,low_efficient
